module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.STAR_GIRL_DIVINE_SUCCESS	占星成功，获得星运+%s	horoscope avec succès ，vous avez acquis la fortune stellaire +%s	1
Common.Other.GlobalPrompt.STAR_GIRL_TOTAL_EXP_PROMPT	升级获得经验+%s	amélioration vous apporte de l'expérience +%s	1
Common.Other.GlobalPrompt.STAR_GIRL_Tips_1	解锁成功	déverrouillage avec succès 	1
Common.Other.GlobalPrompt.STAR_GIRL_Tips_2	升星成功	augmentation des étoiles avec succès 	1
Common.Other.GlobalPrompt.STAR_GIRL_Tips_3	升星失败，祝福值+%s	échec de l'augmentation des étoiles ，valeur de bénédiction +%s	1
Common.Other.GlobalPrompt.STAR_GIRL_Tips_4	进化成功	évolution avec succès 	1
Common.Other.GlobalPrompt.STAR_GIRL_Tips_5	今日购买次数已经达到上限	nombre de l'achat a atteint le plafond 	1
Common.Other.GlobalPrompt.STAR_GIRL_UNLOCK_HEARSAY	#C(#00ff00)%s#n使用#C(#FF33CC)%s#n诚心召唤，成功解锁了#C(#FFFF00)%s#n，真是令人羡慕！	#C(#00ff00)%s#naprès l'utilisation #C(#FF33CC)%s#n de l'appel honnête ,on a déverrouillé #C(#FFFF00)%s#n avec succès ，c'est vraiment enviable！	1
Common.Other.GlobalPrompt.SUC_ADVANCE	#C(fbfc87)#C(#ffff37)%s#n努力培养坐骑，终于将坐骑进阶至#C(#ffff37)%s#n，真是令人羡慕啊#n。	#C(fbfc87)#C(#ffff37)%s#n après des bien des efforts ,votre monture a atteint le niveau #C(#ffff37)%s#n，c'est enviable #n。	1
Common.Other.GlobalPrompt.SUC_EVOLVE_MSG	恭喜您坐骑升至%s阶%s星。	félicitations ,votre monture est monté au niveau %s avec %s étoiles 	1
Common.Other.GlobalPrompt.SUPER_VIP_ADD_EXP_MSG	富豪值 +%s	valeur du riche  +%s	1
Common.Other.GlobalPrompt.SUPER_VIP_LEVEL_UP	#C(#00EE00)%s#n意气风发，风华绝代，成功达到#C(#F2FE5E)超级贵族%s#n，从此登上人生巅峰！	#C(#00EE00)%s#n avec une ardeur rayonnante，et la beauté unique ，a  atteint #C(#F2FE5E)super noble %s#n，est monté le sommet de la vie ！	1
Common.Other.GlobalPrompt.SeaXunbaoMail_Content	深海寻宝奖励	récompense de la chasse au trésor à la mer profonde 	1
Common.Other.GlobalPrompt.SeaXunbaoMail_Sender	系统	système 	1
Common.Other.GlobalPrompt.SeaXunbaoMail_Title	深海寻宝	chasse au trésor à la mer profonde 	1
Common.Other.GlobalPrompt.SeaXunbaoPackageFull	背包已满, 请在邮件中领取剩余奖励	sac à dos est plein ,recevoir les récompenses par courriel 	1
Common.Other.GlobalPrompt.SeaXunbaoRumor_1	#C(#EE7600)【深海寻宝】#n#C(#00ff00)%s#n在藏宝图的指引下找到了埋于深海的宝藏，获得珍贵奖励：#Z(%s,%s)。#C(#00ff00)#U#A(#K(OPEN_SEA_XUN_BAO))点击寻宝#n#n	#C(#EE7600)【chasse au trésor à la mer profonde】#n#C(#00ff00)%s#n à l'aide de la carte au trésor,trouver le trésor caché à la mer profonde pour trouver la récompense précieuse ：#Z(%s,%s)。#C(#00ff00)#U#A(#K(OPEN_SEA_XUN_BAO))cliquer la chasse du trésor #n#n	1
Common.Other.GlobalPrompt.SeaXunbaoRumor_2	#C(#EE7600)【深海寻宝】#n#C(#00ff00)%s#n在藏宝图的指引下找到了埋于深海的宝藏，获得珍贵奖励：#t(#K(sTT,%s,%s))。#C(#00ff00)#U#A(#K(OPEN_SEA_XUN_BAO))点击寻宝#n#n	#C(#EE7600)【chasse au trésor à la mer profonde】#n#C(#00ff00)%s#n à l'aide de la carte au trésor,trouver le trésor caché à la mer profonde pour trouver la récompense précieuse ：#t(#K(sTT,%s,%s)).#C(#00ff00)#U#A(#K(OPEN_SEA_XUN_BAO))cliquer la chasse du trésor #n#n	1
Common.Other.GlobalPrompt.SeaXunbaoRumor_3	#C(#EE7600)【深海寻宝】#n#C(#00ff00)%s#n在藏宝图的指引下找到了埋于深海的宝藏，获得珍贵奖励：#L(%s,%s)。#C(#00ff00)#U#A(#K(OPEN_SEA_XUN_BAO))点击寻宝#n#n	#C(#EE7600)【chasse au trésor à la mer profonde】#n#C(#00ff00)%s#n à l'aide de la carte au trésor,trouver le trésor caché à la mer profonde pour trouver la récompense précieuse ：#L(%s,%s)。#C(#00ff00)#U#A(#K(OPEN_SEA_XUN_BAO))cliquer la chasse du trésor #n#n	1
Common.Other.GlobalPrompt.SendFlower_Tips	恭喜你获得：#H金币 +%s#H赠送鲜花成功!	félicitations ,vous avez acquis ：#Hpièce d'or  +%s#H et offre des fleurs avec succès !	1
Common.Other.GlobalPrompt.Sender	系统	système 	1
Common.Other.GlobalPrompt.SevenDayHegemonyGlobalTell_Purgatory	#C(#E87D22)【七日争霸】#n—#C(#E87D22)心魔争霸#n已结束， #C(#00FF00)%s#n力压全服夺得第一名，获得丰厚奖励。	#C(#E87D22)【ontour de 7 jours】#n—#C(#E87D22)dispute d'hégémonie des démons du cœur#n afini, #C(#00FF00)%s#n r a remporté la première place du tous serveur pour acquérir la grande récompense.	1
Common.Other.GlobalPrompt.SevenDayHegemonyGlobalTell_TeamTower	#C(#E87D22)【七日争霸】#n—#C(#E87D22)爬塔争霸#n已结束， #C(#00FF00)%s#n力压全服夺得第一名，获得丰厚奖励。	#C(#E87D22)【ontour de 7 jours】#n—#C(#E87D22)dispute d'hégémonie #n afini， #C(#00FF00)%s#n a remporté la première place du tous serveur pour acquérir la grande récompense.	1
Common.Other.GlobalPrompt.SevenDayHegemonyGlobalTell_UnionFb	#C(#E87D22)【七日争霸】#n—#C(#E87D22)公会争霸#n已结束，公会 #C(#00FF00)%s#n力压全服夺得第一名，全公会成员获得丰厚奖励。	#C(#E87D22)【ontour de 7 jours】#n—#C(#E87D22)dispute d'hégémonie de la guilde #n a fini，la guilde #C(#00FF00)%s#n a remporté la première place du tous serveur pour acquérir la grande récompense.	1
Common.Other.GlobalPrompt.SevenDayHegemony_MContent	恭喜您，你在七日争霸活动中的 #C(#00FF00)%s#n排行榜中排行第 #C(#00FF00)%s#n。奖励已发送，请注意查收。	félicitations ，vous êtes classé dans l'activité du match des 7 jours au classement du #C(#00FF00)%s#n #Cla (#00FF00)%s place #n. la récompense vous a été envoyée par courriel.	1
Common.Other.GlobalPrompt.SevenDayHegemony_MContent_Union	恭喜您，你的公会在七日争霸活动中的#C(#00FF00)公会争霸#n排行榜中排行第 #C(#00FF00)%s#n。奖励已发送，请注意查收。	félicitations ，vous êtes classé dans l'activité du match des 7 jours dans la dispute d'hégémonie de la guilde #C(#00FF00)#nla #C(#00FF00)%s place #n. la récompense vous a été envoyée par courriel.	1
Common.Other.GlobalPrompt.SevenDayHegemony_MSender	系统	système 	1
Common.Other.GlobalPrompt.SevenDayHegemony_MTitle	七日争霸奖励	récompense du contour de 7 jours 	1
Common.Other.GlobalPrompt.ShenMiBaoXiang_Tip	恭喜#C(#00EE00)%s#n在神秘宝箱中开出了#Z(%s,%s)	félicitations à #C(#00EE00)%s#n qui a ouvert la coffret du trésor mystérieuse et a gagné#Z(%s,%s)	1
Common.Other.GlobalPrompt.Slave_Tips_1	正在保护时间，请稍后继续	c'est dans la durée de la protection, continuez après un peu de temps	1
Common.Other.GlobalPrompt.Slave_Tips_2	对方正在保护时间，请稍后继续	l'adversaire est dans la durée de la protection, continuez après un peu de temps	1
Common.Other.GlobalPrompt.Slave_Tips_3	对方数据异常，操作失败	Les données de l'adversaire est anormales, l'opération a échoué	1
Common.Other.GlobalPrompt.Slave_Tips_4	对方处于已进入保护时间,抢夺失败,请稍后继续	l'adversaire est dans la durée de la protection, vous avez échoué le pillage, continuez après un peu de temps	1
Common.Other.GlobalPrompt.Slave_Tips_5	奴隶数量不能超过3个	Le nombre des esclaves ne peut pas être supérieur à 3	1
Common.Other.GlobalPrompt.Slave_Tips_6	今日获取的经验已满	les expériences gagnées aujourd'hui sont pleines	1
Common.Other.GlobalPrompt.SpringBA_Contend	恭喜恭喜！您本次在新春最靓丽【跨服】排行中获得了第%s名，获得了丰厚的奖励真是可喜可贺啊！	félicitations félicitations！Dans le classement du meilleur du nouvel an sur【inter-serveurs】 vous vous vlassez %s，et vous avez gagner de nombreuses recompenses, cela mérite des félicitations！	1
Common.Other.GlobalPrompt.SpringBA_Sender	系统	système 	1
Common.Other.GlobalPrompt.SpringBA_Title	【新春最靓丽】跨服排行奖励	【le meilleur du nouvel an】les récompenses du classement sur inter-serveurs	1
Common.Other.GlobalPrompt.SpringBL_Contend	恭喜恭喜！您本次在新春最靓丽【本服】排行中获得了第%s名，获得了丰厚的奖励，真是可喜可贺啊！	félicitations félicitations！Dans le classement du meilleur du nouvel an sur【le serveur】 vous vous vlassez %s，et vous avez gagner de nombreuses recompenses, cela mérite des félicitations！	1
Common.Other.GlobalPrompt.SpringBL_Title	【新春最靓丽】本服排行奖励	【le meilleur du nouvel an】les récompenses du classement du serveur	1
Common.Other.GlobalPrompt.SpringExchangeComing	祥瑞气象，年兽贺喜！#C(#00FF00)%s#n在#C(#FF0000)春节活动-年兽来了#n活动中兑换了#C(#FF0000)烈焰年兽坐骑#n，正酷炫地在新春中奔腾，真是可喜可贺啊！#C(#00ff00)#U#A(#K(OPEN_NIANSHOU_ITEM))马上去兑换！#n#n#n	image du bonheur，l'animal de l'année félicite！#C(#00FF00)%s#n dans #C(#FF0000)l'activité de la fête du printemps-l'animal d'année arrive#n échange #C(#FF0000)la monture de l'animal d'année de flamme#n，il courit au nouveau printemps, c'est cool, et cela mérite des félicitations！#C(#00ff00)#U#A(#K(OPEN_NIANSHOU_ITEM))échanger immédiatement！#n#n#n	1
Common.Other.GlobalPrompt.SpringFashion_Contend	新春到来之际，为了表达我的心意，送上新春最时尚的时装，让你整个春节都靓丽全场。	quand le nouvel an arrive, pour présenter mon coeur, je vous offre les meilleures modes pour que votre nouvel an soit le plus beau 	1
Common.Other.GlobalPrompt.SpringFashion_Sender	系统	système 	1
Common.Other.GlobalPrompt.SpringFashion_Title	好友赠送物品	offrir les objets aux amis	1
Common.Other.GlobalPrompt.SpringNianComing	领取成功，获得%s抽奖次数	reçu avec succès, vous avez %s fois de tirage au sort	1
Common.Other.GlobalPrompt.StationSoul_Item_Fail	使用阵灵强化石失败,已达到目前星级使用上限，阵灵升星可提高阵灵强化石使用个数！	échec de l'utilisation des pierres de l'augmentation de l'âme au combat, vous avez atteint le plafond pour le niveau des étoiles à présent, évoluer les âmes au combat pour augmenter le nombre de l'utilisation des pierres de l'augmentation de l'âme au combat	1
Common.Other.GlobalPrompt.StationSoul_Item_Suc	使用成功，#C(#00FF00)生命+75、攻击+20、免暴+5、格挡+5#n！当前已使用#C(#00FF00)%s#n个，当前星级最多可使用#C(#00FF00)%s#n个！	utilisation avec succès，#C(#00FF00)vie+75、attaque+20、contre coup cri.+5、blocage+5#n！Vous avez déjà utilisé#C(#00FF00)%s#n，vous pouvez utiliser#C(#00FF00)%s#n au maximum pour le niveau d'étoile à présent！	1
Common.Other.GlobalPrompt.StationSoul_Tips_BreakFailed	增加突破值%s	augmenter la valeur de percée %s	1
Common.Other.GlobalPrompt.StationSoul_Tips_BreakSucceed	玩家#C(#00FF00)%s#n经过不懈努力，终于成功将#C(#FF0000)%s级#n阵灵升到#C(#FF0000)%s级#n阵灵，称霸全服指日可待！	le joueur#C(#00FF00)%s#n a augmenté une âme au combat du niveau#C(#FF0000)%s#n au niveau#C(#FF0000)%s#n，la date qu'il domine tous les serveurs arrive！	1
Common.Other.GlobalPrompt.StationSoul_Tips_OneKeyBreakSucceed	一键突破突破成功	percée avec succès en appuyant un seul bouton	1
Common.Other.GlobalPrompt.StationSoul_Tips_Upgrade_Head	升星成功	améliorer les étoiles avec succès	1
Common.Other.GlobalPrompt.Station_SuccessIn	布阵成功	formation bien configurée	1
Common.Other.GlobalPrompt.Station_TypeInStation	该类型英雄已上阵, 不能助阵	le héros de ce genre est déjà au combat, il ne peut pas assister au combat	1
Common.Other.GlobalPrompt.StepByStepBroadCast	#C(#00FF00)%s#n在步步高升活动中开启了#C(#0DF6FF)%s#n，获得了大量奖励，周边的小伙伴都惊呆了。	#C(#00FF00)%s#n a ouvert #C(#0DF6FF)%s#n dans l'activité de la promotion pas à pas，et a gagné de nombreuses récompenses, les copains autour ont surprise.	1
Common.Other.GlobalPrompt.StepByStepTips	恭喜你获得奖励：	félicitations, vous aves reçu les récompenses:	1
Common.Other.GlobalPrompt.SubTask_Reward	奖励内容:#H	le contenue des récompenses:#H	1
Common.Other.GlobalPrompt.SuperCardsBuySuccess	至尊周卡购买成功	achat de la carte hebdomadaire suprême avec succès	1
Common.Other.GlobalPrompt.SuperCardsBuySucess2	#C(#E87D22)【至尊周卡】#n#C(#00FF00)%s#n购买了至尊周卡，享用至尊特权！从此登上人生巅峰！	#C(#E87D22)【carte hebdomadaire suprême】#n#C(#00FF00)%s#n a acheté la carte hebdomadaire suprême, et il jouit des privilèges suprêmes! Il est monté le sommet de la vie depuis là！	1
Common.Other.GlobalPrompt.SuperCardsUseSuccess	勾选成功，至尊周卡特权已开启	choisi avec succès, les privilèges suprêmes de la carte hebdomadaire ont ouvert	1
Common.Other.GlobalPrompt.SuperDiscountRMBNotEnough	神石不足	pas assez de pierres divines	1
Common.Other.GlobalPrompt.SuperInvestSuccess	投资成功	investissement avec succès 	1
Common.Other.GlobalPrompt.SuperPromption_Tips_Success	购买成功	achat avec succès 	1
Common.Other.GlobalPrompt.TEAM_FULL_PROMPT	该队伍已经满了，无法加入	votre équipe est plein ,on ne peut pas yparticiper 	1
Common.Other.GlobalPrompt.TEAM_HAS_TEAM_PROMPT	对方已经加入队伍	le joueur a participé à votre équipe 	1
Common.Other.GlobalPrompt.TEAM_IN_FIGHT_PROMPT	队伍已经开始战斗	l'équipe est entré au combat 	1
Common.Other.GlobalPrompt.TEAM_NOT_EXIST_PROMPT	队伍不存在	équipe  inexistante	1
Common.Other.GlobalPrompt.TEAM_NOT_ONLINE_PROMPT	该玩家不在线	ce joueur est hors ligne 	1
Common.Other.GlobalPrompt.TEAM_TransferTeamLeader	转让队长成功	cession du capitaine avec succès 	1
Common.Other.GlobalPrompt.TG_OnlineReward_Tips_BindRMB	#C(#0099FF)魔晶+ %s#H	#C(#0099FF)cristal magique + %s#H	1
Common.Other.GlobalPrompt.TG_OnlineReward_Tips_ExtraTimes	抽奖次数 +%s	nombre du tirage au prix  +%s	1
Common.Other.GlobalPrompt.TG_OnlineReward_Tips_Head	领取成功 获得：#H	réception avec succès et aacquis  ：#H	1
Common.Other.GlobalPrompt.TG_OnlineReward_Tips_Money	#C(#FFFF00)金币+ %s#H	#C(#FFFF00)pièce d'or + %s#H	1
Common.Other.GlobalPrompt.TG_RechargeReward_Mail_CDK_Content	尊敬的龙骑士： #H您好，恭喜您在感恩节活动中获得蓝钻开通一个月奖励（ctrl+c复制CDK号码：#C(#00ff00)%s#n），小伙伴们加油吧！#W(http://qqgame.qq.com/act/a20090223cdkey/cdkey.htm)#U#C(#00ff00)请点击此进行兑换#n。#n#n#H若有其他疑问，欢迎您随时向我们提出您的问题，我们会为您进行跟进解答。您的支持是我们持续的动力！ #H注：每个QQ号码1天最多可兑换12次（多余CDK可次日再兑换），开通月数是可以叠加的哦~#H—————————————《龙骑士传》研发与运营团队全体成员敬上	cher chevalier du dragon:#Hbonjour, félicitations, vous avez reçu une récompense de l'ouvert du diament bleu pour un mois dans l'activité de l'action de grâce（ctrl+c pour copier le CDK：#C(#00ff00)%s#n），bravo, les petits copains! #W(http://qqgame.qq.com/act/a20090223cdkey/cdkey.htm)#U#C(#00ff00)cliquez ici pour échanger#n。#n#n#Hsi vous avez d'autre question,vous pouvez nous les poser à tout moment, on va suivre vos questions et les résoudre. votre soutien est notre motivation！ #H N.B.：12 fois d'échange au maximum pour un noméro de QQ chaque jour,（les CDK restants sont disponibles pour echaner le lendemain），le nombre des mois de l'ouvert est disponible pour accumuler~#H—————————————tout le personnel de la création et de l'exploitation de la 《biographie du chevalier du dragon》	1
Common.Other.GlobalPrompt.TG_RechargeReward_Mail_CDK_Sender	充值送豪礼	charge pour le grand cadeau	1
Common.Other.GlobalPrompt.TG_RechargeReward_Mail_CDK_TiTle	充值送豪礼CDK奖励	charge pour le grand cadeau de CDK comme récompense	1
Common.Other.GlobalPrompt.TG_RechargeReward_Msg_Precious_CDK	#C(#E87D22)【狂欢感恩节】#n玩家【#C(#00EE00)%s#n】在充值送豪礼中获得蓝钻CDK，威武霸气！	#C(#E87D22)【jour d'action de grâce de joie】#nle joueur【#C(#00EE00)%s#n】a gagné le CDK du diament bleu dans la charge pour grand cadeau，il est très fort！ 	1
Common.Other.GlobalPrompt.TG_RechargeReward_Msg_Precious_Item	#C(#E87D22)【狂欢感恩节】#n玩家【#C(#00EE00)%s#n】在充值送豪礼中获得#Z(%s,%s)	#C(#E87D22)【jour d'action de grâce de joie】#n le joueur【#C(#00EE00)%s#n】a gagné#Z(%s,%s)dans la charge pour grand cadeau	1
Common.Other.GlobalPrompt.TG_RechargeReward_Tips_Head	抽奖成功 获得：	tirage au sort avec succès, reçu：	1
Common.Other.GlobalPrompt.TG_RechargeReward_Tips_MailPrompt	恭喜你中了CDK 请稍后查收邮件内容	félicitations, vous avez le CDK vérifier l'e-mail dans un instant	1
Common.Other.GlobalPrompt.TIME_STRING_DAY_1	%s天	%sjours 	1
Common.Other.GlobalPrompt.TIME_STRING_DAY_2	%s天前	%s jours avant	1
Common.Other.GlobalPrompt.TIME_STRING_HOUR_1	%s小时	%s heures	1
Common.Other.GlobalPrompt.TIME_STRING_HOUR_2	%s小时前	%s heures avant	1
Common.Other.GlobalPrompt.TIME_STRING_MINUTE_1	%s分钟	%sminutes 	1
Common.Other.GlobalPrompt.TIME_STRING_MINUTE_2	%s分钟前	%s mins avant	1
Common.Other.GlobalPrompt.TIME_STRING_SECOND_1	%s秒	%s secondes 	1
Common.Other.GlobalPrompt.TIME_STRING_SECOND_2	%s秒前	%s secondes avant	1
Common.Other.GlobalPrompt.TT_First_Reward_Tips	恭喜你，你首次通关了第%s层，获得奖励:#H	félicitations, vous avez franchi la %s couche, reçu les récompenses:#H	1
Common.Other.GlobalPrompt.TT_JoinMount_Tips	您当前骑乘的坐骑不是飞行坐骑，无法进入该副本！	votre monture actuelle n'est pas celle volant, vous ne pouvez pas entrer dans cette instance	1
Common.Other.GlobalPrompt.TT_JumpReward_Tips	您直接获得击杀该怪物奖励:#H	vous avez directement reçu les récompenses de tuer ce monstre :#H	1
Common.Other.GlobalPrompt.TT_Level_Tips	组队爬塔玩法45级开启第一章！	Tour du ciel ouvre chapitre 1 au Nv. 45	1
Common.Other.GlobalPrompt.TT_Level_Tips_0	组队爬塔玩法35级开启序章！	Tour du ciel ouvre l'introduction au Nv.35	1
Common.Other.GlobalPrompt.TT_OneKeyTips	一键收益成功，获得:#H	collecter avec succès en appuyant un seul bouton, réçu:#H	1
Common.Other.GlobalPrompt.TT_WorldCall_Tips_0	#C(#E87D22)【组队爬塔-序章·精灵之塔】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Tour du ciel -préface ·tour des elfes】#C(#FFFF00)%s#n a fait un appel au monde ，il leur manque #C(#FFFF00)%s#npersonnes，et vous attend ！#C(#00ff00)#U#T(#K(YQZD,%s,joignez y immédiatement ,))	1
Common.Other.GlobalPrompt.TT_WorldCall_Tips_1	#C(#E87D22)【组队爬塔-第一章·寂灭之塔】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Tour du ciel-chapitre ·tour de destruction 】#C(#FFFF00)%s#n a fait un appel au monde ，il leur manque #C(#FFFF00)%s#npersonnes，et vous attend ！#C(#00ff00)#U#T(#K(YQZD,%s,joignez y immédiatement ,))	1
Common.Other.GlobalPrompt.TT_WorldCall_Tips_2	#C(#E87D22)【组队爬塔-第二章·天空之塔】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Tour du ciel-chapitre ·tour du ciel 】#C(#FFFF00)%s#n a fait un appel au monde ，il leur manque #C(#FFFF00)%s#npersonnes，et vous attend ！#C(#00ff00)#U#T(#K(YQZD,%s,joignez y immédiatement ,))	1
Common.Other.GlobalPrompt.TT_WorldCall_Tips_3	#C(#E87D22)【组队爬塔-第三章·失落之塔】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Tour du ciel-chapitre 3·tour de la perte 】#C(#FFFF00)%s#n a fait un appel au monde ，il leur manque #C(#FFFF00)%s#npersonnes，et vous attend ！#C(#00ff00)#U#T(#K(YQZD,%s,joignez y immédiatement ,))	1
Common.Other.GlobalPrompt.TT_WorldCall_Tips_4	#C(#E87D22)【组队爬塔-第四章·梦魇之塔】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Tour du ciel-chapitre 4·tour du cauchemar 】#C(#FFFF00)%s#n a fait un appel au monde ，il leur manque #C(#FFFF00)%s#npersonnes，et vous attend ！#C(#00ff00)#U#T(#K(YQZD,%s,joignez y immédiatement ,))	1
Common.Other.GlobalPrompt.TT_WorldCall_Tips_5	#C(#E87D22)【组队爬塔-第五章·圣域之塔】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Tour du ciel-chapitre 5·tour de la zone sacré e】#C(#FFFF00)%s#n a fait un appel au monde ，il leur manque #C(#FFFF00)%s#npersonnes，et vous attend ！#C(#00ff00)#U#T(#K(YQZD,%s,joignez y immédiatement ,))	1
Common.Other.GlobalPrompt.TT_WorldCall_Tips_6	#C(#E87D22)【组队爬塔-第六章·冥皇之塔】#C(#FFFF00)%s#n队伍向全世界发出召唤，他们尚缺#C(#FFFF00)%s#n人，等待您的加入！#C(#00ff00)#U#T(#K(YQZD,%s,立即加入,))	#C(#E87D22)【Tour du ciel-chapitre 6·tour de l'empereur des enfers】#C(#FFFF00)%s#n a fait un appel au monde ，il leur manque #C(#FFFF00)%s#npersonnes，et vous attend ！#C(#00ff00)#U#T(#K(YQZD,%s,joignez y immédiatement ,))	1
Common.Other.GlobalPrompt.TalentCardPackageIsFull	天赋卡背包已满，请清理后再来!	pas assez d'espace au sac de carte de talent  ,allez après l'avoir arrangé 	1
Common.Other.GlobalPrompt.TalentIsFull_Tips	天赋卡背包空间不足	pas assez d'espace au sac de carte de talent 	1
Common.Other.GlobalPrompt.TalentNeedLevel	80级以上英雄才可装备天赋卡	seulement les héros qui ont plus de Nv.80 peuvent-ils équiper la carte du talent 	1
Common.Other.GlobalPrompt.TalentSameTpye_Tips	已装备了同类型的天赋卡了	vous avez déjà équipé la carte de talent de même type	1
Common.Other.GlobalPrompt.Talent_DecCard	分解卡片成功:	désassemblage de la carte avec succès 	1
Common.Other.GlobalPrompt.Talent_Exchange_Suc	获得天赋卡:#L(%s,%s)	vous avez acquis la carte de talant :#L(%s,%s)	1
Common.Other.GlobalPrompt.Talent_LevelUp	天赋卡成功升级至%s星	la carte de talent monte à %s étoiles 	1
Common.Other.GlobalPrompt.Talent_Libao_Tips	#C(#00FF00)%s#n使用天赋卡礼包，开出了天赋卡#L(%s,%s)，真是吉星高照，势不可挡啊！	#C(#00FF00)%s#n a acquis la carte de talent en utilisant le paquet-cadeau de talent#L(%s,%s)，vous avez de le chance ，et personne ne vous arrêter! 	1
Common.Other.GlobalPrompt.Talent_Libao_Tips_1	#C(#00FF00)%s#n在#C(#EE7600)【十二宫宝箱】#n中开出了天赋卡#L(%s,%s)，真是吉星高照，势不可挡啊！	#C(#00FF00)%s#n dans le #C(#EE7600)【coffret au trésor du zodiaque】#n,a acquis #L(%s,%s)，vous avez de le chance ，et personne ne vous arrêter!	1
Common.Other.GlobalPrompt.Talent_Libao_Tips_2	恭喜你获得：#L(%s,%s)#H	félicitations ,vous avez acquis：#L(%s,%s)#H	1
Common.Other.GlobalPrompt.Talent_Unlock_Suc	解锁成功！	déverrouillage avec succès 	1
Common.Other.GlobalPrompt.TaortHP_Tips	命力+%s#H	force de vie  +%s#H	1
Common.Other.GlobalPrompt.TarotGradeTips	#C(#FF6600)【占卜】#C(#FFFFFF)恭喜玩家#C(#66FF00)%s#C(#FFFFFF)人品大爆发,通过占卜获得#C(#FFFF00)#t(#K(sTT,%s,%s))#H	#C(#FF6600)【divination】#C(#FFFFFF)félicitations ,le joueur #C(#66FF00)%s#C(#FFFFFF) a beaucoup de chance ,et a acquis à la divination #C(#FFFF00)#t(#K(sTT,%s,%s))#H	1
Common.Other.GlobalPrompt.TarotHp_Tips	命力 +%s#H	force de vie  +%s#H	1
Common.Other.GlobalPrompt.TarotIsFull_Tips	命魂背包空间不足	pas assez d'espace au sac d'âme 	1
Common.Other.GlobalPrompt.TarotPackageOrlPackageIsFull	背包，或者命魂背包空间不足，请整理后再来。	pas assez d'espace au sac d'âme ou sac ,allez après l'avoir arrangé 	1
Common.Other.GlobalPrompt.TarotSuperSuccess	超级占卜成功	super divination avec succès 	1
Common.Other.GlobalPrompt.TheMammonMailContent	财神降临，好运连连，你获得了财神眷顾，得到了财神返利，真是好福气啊！	le dieu de la fortune se présente,et vous avez acquis la faveur du dieu de la fortune et le remboursement,que vous avez de la chance.	1
Common.Other.GlobalPrompt.TheMammonMailSender	财神	dieu de la fortune  	1
Common.Other.GlobalPrompt.TheMammonMailTitle	恭喜你获得财神的眷顾	félicitations ,vous avez acquis la faveur du dieu de la fortune 	1
Common.Other.GlobalPrompt.TiLi_Buy_Times	购买次数不足	nombre d'achat insuffisant 	1
Common.Other.GlobalPrompt.TiLi_Buy_Tips	购买成功,获得#C(#00FF00)%s点#n体力	achat avec succès ,vous avez acquis #C(#00FF00)%s points#n force physique	1
Common.Other.GlobalPrompt.TiLi_Tips	体力 +%s#H	force physique  +%s#H	1
Common.Other.GlobalPrompt.Title_RepeatTitle	您已经拥有了此称号！	vous avez possédé ce titre 	1
Common.Other.GlobalPrompt.Title_tips_1	培养成功，经验增加%s	formation avec succès ，l'expérience augmente de  %s	1
Common.Other.GlobalPrompt.Title_tips_2	培养成功，出现暴击经验增加%s	formation avec succès ，chance de l'apparition du coup critique d'expérience augmente de  %s	1
Common.Other.GlobalPrompt.Title_tips_3	培养成功，出现了%s次暴击，获得了%s经验	formation avec succès ，il y a %s fois du coup critique ，et a acquis %s exp 	1
Common.Other.GlobalPrompt.Title_tips_Star	恭喜，升星成功	félicitations ,augmentation des ailes avec succès 	1
Common.Other.GlobalPrompt.TurnTableRewardItem_TIPS	恭喜#C(#00FF00)%s#n在全民转转乐中获得了#Z(%s,%s)	félicitations #C(#00FF00)%s#n a acquis dans la roue de la fortuné pour tous #Z(%s,%s)	1
Common.Other.GlobalPrompt.TurnTableRewardRMB_TIPS	#C(#00FF00)%s#n在全民转转乐中小手一挥，带走了#C(#E87D22)%s神石#n	#C(#00FF00)%s#n a agité sa petite main dans la tourne de joie du peuple, et il a emporté#C(#E87D22)%spierres divines#n	1
